lng,lat,count
11570550,3579850,1
11602650,3561250,4
11621850,3622450,1
11884450,3647650,1
11654150,3673850,1
11858950,3423250,1
11609350,3555850,46
13049450,3718650,1
11596650,3536450,1
11603150,3579850,1
11871950,3543150,1
11590450,3569850,1
11769650,3540850,1
11609750,3555250,36
11731350,3373150,1
12064150,3592450,1
12864250,3292350,1
11590650,3577750,1
11590650,3565850,2
11577950,3565250,2
11961950,3054650,1
11968450,3638750,1
11507750,3470250,1
11578150,3549250,1
11559050,3571750,1
11591050,3573150,1
11591050,3579850,2
13088650,4699050,1
11482350,3494350,1
11571950,3583650,1
11827950,3848150,1
11975150,3052450,1
11578450,3560050,1
11578450,3560150,1
11591250,3557850,1
11610550,3565650,1
11604250,3559450,1
11604350,3550650,1
11681350,3610350,1
11598250,3578450,1
13211150,2821950,1
11700750,3618850,1
11374350,2852050,1
11585650,3578350,1
11604850,3548650,5
11598550,3557450,3
11636950,3316350,1
11579450,3565650,1
11579550,3565150,1
11598850,3553950,3
11605250,3555150,1
11586150,3535350,1
11579850,3563250,1
13218350,3747250,1
11573650,3556850,4
11586450,3554750,2
12533650,4537950,1
11580050,3571950,2
11599350,3556250,3
11644250,3535050,1
12117950,4029450,2
11606050,3553750,4
11465250,3483950,1
13103650,4726250,1
11586950,3559850,1
11657350,3481850,1
11638250,3533950,1
11606250,3557050,1
13091050,3697650,1
11606550,3551450,18
13488150,3649750,1
11581050,3573150,1
11581150,3576450,1
11606750,3550050,2
11568450,3384550,1
11606850,3554950,17
11562150,3572050,1
11600750,3556050,32
11383150,3214650,1
11581550,3571050,1
11607150,3557350,3
11683950,3714850,1
11389550,2854750,1
11581650,3544950,1
11645650,3509050,1
11588150,3554650,1
11952950,3050650,1
11831450,3386550,1
11325850,3042650,1
13041050,4112050,1
11601350,3557750,5
11582150,3554450,1
11620550,3621850,2
11588650,3562950,1
11601450,3558450,2
11620650,3622950,1
11447950,3456950,1
11595150,3556050,1
11646350,3552650,2
11608050,3559450,1
11601750,3557350,16
11595350,3588550,2
13528250,3639450,1
11640350,3511450,1
11806850,3833850,1
11448450,3444450,1
13086850,4692850,1
11595750,3548450,1
11608550,3554950,20
11372050,3202950,1
11576950,3568450,2
11621750,3565850,1
11660150,3672250,1
11589850,3559150,1
11596250,3561050,32
11577150,3582150,1
11513250,3601650,1
11564450,3585950,1
11590050,3566650,1
11596450,3560850,1
11609250,3555350,60
12697250,2561550,2
11583750,3550550,1
11596550,3585450,1
11609350,3556050,18
11871850,3713650,1
12665450,2613250,1
11532650,3586750,1
11596750,3580150,1
11827250,3483050,1
11654450,3262850,1
11974650,3053950,1
11795550,3478950,1
11482050,3494050,1
11610050,3556150,1
11731650,3592850,1
11584550,3572950,1
11552650,3552750,1
11578250,3569150,1
11603850,3561650,1
11616650,3576450,1
11584750,3558550,1
12634350,2538650,1
11578350,3563050,1
11603950,3550350,1
11591250,3544050,1
11604250,3543450,1
12269850,3890050,1
11585150,3558650,1
13089150,4714050,1
11802850,3473750,1
11828450,3848550,1
11962850,3054450,1
11585350,3560150,1
11604550,3583350,1
11604650,3558950,2
11783850,3496650,1
11611150,3557150,26
11790350,3488150,1
11604750,3562450,2
11585650,3565850,1
11585650,3559950,1
11598650,3556550,3
13435450,3227250,1
11560350,3699350,1
11611550,3559050,1
11611750,3560550,1
11605350,3551450,56
11573450,3555850,1
12091850,2797150,1
11560750,3461750,1
11599150,3555850,3
11592750,3630850,1
11663250,3672450,1
11816850,3229450,1
12597650,2562350,1
11445650,3486950,1
11605750,3551150,1
11573950,3568950,1
11663550,3609950,1
11740350,3633350,1
11606050,3556350,8
11574150,3556450,1
10895750,4820150,1
11657350,3671250,2
11382250,3214450,1
11401550,2849450,1
11580850,3573850,1
11580850,3568150,2
11593750,3561550,1
13513750,3624450,1
11964950,3056150,1
11606650,3583850,1
13040250,4370750,1
11600350,3575750,1
13942750,5415750,4
11587650,3571550,1
11472550,3488450,1
11587750,3568150,1
11600550,3557050,9
11607250,3554750,42
11607250,3556450,16
11652250,3422250,1
11703450,3619050,1
11594750,3549250,1
11607550,3550850,2
14513150,5265450,1
11601250,3560250,2
11658850,3609150,1
11601350,3560250,4
11601450,3552550,8
11518250,3536050,1
11607850,3570650,1
11441450,3351350,1
11601550,3556650,2
11601550,3556750,3
13367950,3492350,1
11620850,3623450,1
11646450,3498350,1
11652950,3327750,1
11646550,3503350,1
11589050,3550150,1
11595450,3562550,1
11589150,3572450,1
11653150,3492750,1
11595550,3555450,1
11602050,3560750,3
12139650,4038350,1
11608450,3558350,1
11602150,3559750,2
11653350,3492150,1
11589450,3575050,1
11589450,3563550,1
13490250,3648150,1
11608750,3565850,1
11487250,3499050,1
11596050,3553450,1
11448950,3445350,1
11448950,3445550,1
11877750,3051350,1
11692250,3519150,1
11583450,3561550,1
11583550,3554650,2
11609150,3556450,13
13113250,4733750,1
11609650,3557250,2
11577650,3570350,2
11590450,3577050,2
11974550,3054150,1
11609850,3555150,27
11737950,3339850,1
11590850,3562050,2
11597350,3548950,1
11597450,3627150,1
11623050,3577650,1
13421450,3657550,1
11597550,3554050,3
11591150,3555650,1
11642350,3319850,2
11597650,3558550,1
11610450,3556550,2
11968850,3637950,1
11591350,3561950,2
11591450,3518350,1
13089150,4714750,1
11591650,3581650,1
11610950,3556950,9
11649350,3496850,1
11668550,3396050,1
11649450,3497550,1
13940650,5414850,1
11444650,3442150,1
11591950,3561150,1
11508850,3505450,1
11790450,3487950,1
11592050,3570050,1
11604950,3553050,1
11598650,3567350,1
11605050,3566850,1
11585950,3543650,1
11585950,3550350,1
11611650,3566250,1
11950850,3050950,1
11790950,3485850,1
11387750,2854450,1
11599050,3553450,3
11605450,3558150,3
11688750,3613250,1
11560850,3571850,1
11586450,3577550,1
11605650,3553650,3
11656850,3483050,1
11573750,3572550,1
11586550,3571050,1
11586650,3558250,5
13282650,3678750,1
11785050,3495250,1
11573950,3570950,2
11605950,3555950,64
12854150,3292550,1
11606150,3556150,50
11465350,3480050,1
13513450,3656650,1
12527850,4531050,1
11574350,3555950,1
11574350,3569950,1
13532750,3637650,1
11606350,3553750,5
11593650,3594050,1
11587350,3575350,3
11606550,3553150,35
11388950,2854750,1
11593850,3570050,1
11485150,3498150,1
11600350,3555950,9
11606850,3549550,2
11606850,3549750,2
11588050,3554050,1
11594450,3561050,4
10288850,3387950,1
11600950,3559950,1
11607450,3556650,3
11607550,3552550,7
11607550,3553550,33
13079550,4689550,1
11594850,3562150,1
11748450,3779250,1
11626950,3576550,1
11569450,3556750,1
11793650,3481050,1
11697750,3439950,1
11441850,2861750,1
11601950,3560750,2
11646750,3497150,1
11557350,3571350,1
11615050,3574750,1
12709450,2581450,1
11384750,2854950,1
11608750,3555050,47
11576850,3579650,1
11596350,3559650,1
11679650,3610250,1
12697250,2573950,1
11590150,3549850,1
11603050,3548750,10
11603150,3549250,12
11583950,3580850,1
11673550,3609950,1
11571350,3609950,2
11596950,3554550,2
12140950,4042350,1
11603450,3552650,1
11603450,3549750,5
11667450,3476750,2
11584350,3569750,1
11609950,3556850,1
11584450,3561150,2
11802050,3474450,1
11603650,3555250,1
11578150,3556550,6
11974950,3043350,1
11597450,3552050,1
11783050,3810950,1
13940050,5416350,1
11578450,3562950,1
11604050,3553850,1
11604150,3550550,4
11623450,3629450,1
11591450,3562450,5
12948250,4754250,1
12634750,2592750,1
11578750,3573150,1
11642750,3319250,1
12513150,4093850,1
11828450,3877350,1
11611050,3564850,1
11867050,3442250,1
11809450,3834750,1
11598350,3557050,2
11623950,3577550,1
11374350,3106750,1
11566450,3587650,1
11579250,3572550,1
11579350,3569050,1
11573050,3608850,1
11566650,3571050,1
11586050,3562350,2
11598850,3567050,1
11739650,3341850,1
11579650,3496250,1
11586150,3516650,1
11618150,3577150,1
11586250,3554650,1
11611850,3559350,1
11579850,3569150,1
13109550,4685350,1
11509550,3535750,1
11586350,3581850,1
11599150,3559650,3
11951150,3050850,1
11023450,3455850,1
11593150,3561850,2
11586850,3566350,2
11606050,3596150,1
11670050,3609950,1
12022150,3462050,1
11587150,3567550,1
13283150,2991750,1
11587250,3562350,2
11600150,3557250,5
11587450,3565750,4
11593850,3559450,2
11549150,3426250,1
11561950,3571050,1
12867550,3293050,1
11785950,3494450,1
11587650,3545850,2
11587650,3565850,1
11587850,3560550,2
11594250,3573750,1
11607150,3551750,34
11581750,3571150,1
11524250,3534750,1
11601050,3550450,1
11581850,3554050,1
11486050,3498650,1
11607650,3554750,53
11575750,3568550,1
11614150,3564950,1
11972650,3056350,1
11633650,3578150,2
11672050,3707950,1
11653250,3604450,1
11960450,3054250,1
11595750,3563750,1
11595850,3566550,1
11698250,3619950,1
11563950,3612150,1
11653550,3604750,1
11595950,3562450,1
11960850,3054250,1
11564150,3570750,2
11589750,3563150,1
11608950,3560250,1
11570650,3383250,1
11532350,3449350,1
12863550,3292150,1
11590050,3575150,1
11602950,3550750,1
11801450,3475550,1
11584050,3569750,1
11584150,3559550,1
11596950,3552950,19
11808150,3461950,1
11597050,3563850,1
13517150,3625750,1
11610050,3555850,1
11552450,3427650,1
11578050,3563250,1
11974950,3053350,1
11642250,3319850,3
11584750,3554650,1
11584750,3575950,1
11597550,3552250,1
11610350,3595550,1
11968750,3638250,1
12775150,4592050,1
11578350,3556550,2
11610450,3556150,8
11610450,3556850,1
11655250,3485450,1
11572150,3583250,1
13498550,3298350,1
11610650,3087550,1
11661850,3610050,1
11969050,3637850,3
11572450,3608950,2
11662150,3610050,1
11380550,3511550,1
11585450,3567150,1
11502350,3503950,1
9896050,3389550,1
11560050,3571850,1
11598450,3555350,38
12680150,2562950,1
11560250,3572650,1
12674050,2570850,1
11547850,3574650,1
11586250,3556050,1
11586350,3575650,2
11560850,3528450,1
11592850,3543850,1
11605750,3559050,11
11682550,3458250,1
11784950,3495350,1
11605850,3554450,2
11605850,3551150,9
11586750,3566050,1
11625150,3548350,1
11637950,3535350,1
11433150,2857450,1
11586850,3567050,1
11650850,3601450,1
11593450,3565950,1
11491150,3501850,1
11574450,3554550,1
11574450,3580350,2
11651250,3601650,1
11856050,3432250,1
11638750,3535950,1
11606750,3553150,67
11434150,2861050,1
11606950,3549950,1
11696650,3615950,1
11594350,3575450,1
10903250,2822050,1
11575350,3570450,1
11601150,3549750,1
11601150,3551050,1
11588450,3565450,2
11594850,3587150,1
11562950,3573450,1
11575750,3579750,1
11594950,3484750,2
11607750,3575650,1
11966150,3056750,1
12862250,3291650,1
11563150,3573650,1
11588750,3569350,1
11588750,3564750,1
11697550,3320850,1
11608050,3555250,41
11352150,3002750,1
11595450,3561750,1
11608250,3556850,16
11966650,3638350,1
11601950,3548650,10
11665950,3674850,1
11678750,3509550,1
11806750,3868250,1
11582750,3568950,1
11858050,3422450,1
11608450,3555850,43
11589350,3576750,1
11595850,3576550,2
11647050,3500150,1
11589550,3566550,1
11435950,3087150,1
11564050,3506050,1
11909650,3589550,1
11583250,3572350,1
11596050,3580650,2
11596050,3543150,2
11608950,3595650,1
11474750,3489050,1
11654150,3488550,1
11596550,3562750,2
11603050,3552950,3
11731050,3374250,1
11596750,3554750,56
11852850,3653750,1
11513650,3525450,1
11590450,3578550,1
11788950,3400150,1
11597150,3556250,1
11578150,3558550,1
11571850,3609750,1
11475850,3489450,1
11604050,3565350,1
12896850,2668350,1
11584950,3561850,1
11597750,3556550,5
11604250,3553650,1
11559550,3697150,1
11802750,3473750,1
11604350,3558550,1
11834750,3428750,1
11559750,3571250,1
11585350,3568850,2
11604550,3548850,1
11886150,3529950,1
11495850,3502250,1
11598250,3555650,2
11598250,3558250,2
11745450,3341150,1
11656150,3681450,1
11598650,3566650,1
11573150,3569150,1
11624350,3411350,1
11586050,3547550,1
11605250,3550350,1
11586150,3519250,1
11598950,3550850,4
11598950,3550950,1
11611750,3553450,1
11707850,3694250,1
11586450,3550050,1
11586550,3580850,1
11599350,3577350,1
11612250,3560250,2
11753050,3548950,1
11893950,3264850,1
11605950,3559350,3
11605950,3557050,2
11657250,3683950,1
11542150,3394150,1
11580550,3571450,1
11593450,3560750,3
11606450,3553150,30
11606450,3553450,4
11689750,3405050,1
11600250,3558950,4
11613050,3565650,2
11600450,3551350,2
12106050,4053050,1
11587750,3575250,3
11581350,3556450,2
11587850,3564450,1
11575350,3570350,1
11607350,3557250,1
11722550,3628050,1
11575450,3569250,1
11594650,3584950,1
11607450,3553450,3
11601150,3559850,4
11601150,3556050,6
11588550,3555650,1
12433350,4959150,1
11601550,3554550,2
11659350,3397350,1
11864350,3426050,1
11595750,3563250,2
11659750,3609650,1
11583050,3562650,2
11973550,3055950,1
11596050,3577750,1
11551350,3615050,1
11577050,3577350,1
11589950,3571250,1
11884450,3722550,2
11590150,3567050,1
11596550,3563650,1
11596650,3559550,2
11590350,3554750,1
11590450,3574350,1
11590450,3544250,2
11597050,3579850,1
11699450,3622650,1
11590650,3573150,1
11584350,3568750,1
11584450,3551850,1
11610050,3556950,1
11603650,3552450,1
11597350,3588450,1
11603750,3548950,12
11603750,3557050,2
11815050,3836350,1
11578250,3595750,2
11603850,3554350,1
13421450,3656550,1
11610350,3087650,1
13421550,3656450,1
11604050,3548450,2
11495450,3502250,1
11585050,3563350,2
11617050,3538750,1
11636350,3559350,1
11578750,3556350,1
11591550,3567350,1
11655550,3606650,1
11598050,3554550,6
11610850,3552250,1
11854050,3533050,1
11585350,3574050,1
11604650,3550250,95
11604650,3557050,1
12679850,2565850,1
11624050,3548250,1
11611350,3560250,1
11592150,3549650,1
11611550,3558550,2
11573350,3564650,2
11586150,3536450,1
11598950,3576450,2
11656550,3607650,1
11976550,3051950,1
11592650,3582750,1
11586350,3575050,1
11868050,3423150,1
11580050,3563650,1
11592850,3561150,1
11964050,3641250,1
11586550,3579650,1
11855350,3428950,1
11586650,3557950,1
11605850,3552450,3
11465050,3483550,1
12668350,2613950,1
11599650,3656750,1
11599850,3557650,54
12572650,3220950,2
11663950,3400950,3
11606550,3555450,58
11581050,3572650,1
11542750,3562850,1
11606750,3549850,1
11606850,3553750,55
10890050,4822850,1
11594150,3559450,2
11600650,3553550,10
11607050,3577150,1
11427850,3419650,1
11600750,3556850,11
11651950,3422150,1
11607150,3557050,4
11600850,3554450,1
11396050,2851850,1
11607250,3552650,115
11658450,3684050,1
11690550,3614350,1
11933750,3892350,2
11581850,3559450,3
11473150,3488750,1
11639550,3532550,1
11594850,3483050,1
11594850,3556150,2
11607650,3552550,11
11556550,3565150,2
11594950,3588850,1
11601450,3544150,4
11614350,3562650,1
11697550,3431450,1
11377550,3166650,1
11588850,3553850,2
11608050,3554450,31
11812850,3835750,1
11576150,3583150,1
11589050,3564250,1
11582650,3565550,1
11774650,3507550,1
11505950,3504950,1
11608350,3555350,1
11608650,3607850,1
11698250,3431650,1
11608750,3556350,1
11647150,3502550,1
11787950,3492250,1
11730450,3629450,1
12415350,4289150,1
11577050,3568450,2
11660650,3478250,1
11590350,3564350,1
11583950,3574150,4
11584050,3554350,1
11596850,3588450,1
11686450,3611850,1
12972850,4839450,1
11609850,3549750,1
13088250,4710050,1
11789150,3399250,1
11578050,3569950,1
13120550,3564150,1
11693350,3521350,1
11584650,3567850,1
11834250,3644650,1
11603950,3558650,2
11603950,3566250,2
11603950,3551250,2
11584850,3567150,2
11610450,3556250,1
11604050,3553750,1
11604050,3566650,2
11789750,3488950,1
11578550,3560550,1
11591350,3518450,1
12640950,2523450,1
11578650,3555250,1
11661950,3610050,1
11738750,3344750,1
12679650,2627750,2
11585350,3567250,1
11585350,3580850,1
11585450,3563650,1
11585450,3570750,1
12673550,2615850,1
11611350,3565650,1
11598650,3557250,11
11662750,3669850,1
11592350,3549750,2
11605150,3556950,1
11586150,3515650,1
11586150,3531750,1
11586150,3532250,1
11592550,3560550,1
11599050,3552650,6
11599050,3555650,33
11624750,3625450,1
12738350,3547250,2
11605550,3554950,2
11976750,3049750,1
11599250,3559750,3
11592850,3582850,3
11605650,3555450,27
11804150,3473350,1
11593050,3582350,1
11401050,3267850,1
11612350,3560450,1
11753150,3548750,1
11580350,3564850,1
11612450,3560850,1
11465350,3484150,1
11606450,3554850,1
11670550,3609950,1
11785750,3798650,1
11625850,3282450,1
11734650,3631250,1
9136250,5573950,2
11581150,3569250,1
11549350,3431550,1
11869350,3350750,1
11434150,2861150,1
11606950,3549750,2
11606950,3551450,63
13091750,4723850,1
11600650,3554750,31
11607050,3556950,25
11588050,3553150,2
13533650,3630550,1
11568850,3581850,1
11594550,3543350,1
11588250,3571950,2
11607750,3596250,1
11722950,3537750,1
11569450,3555050,1
11582250,3554550,1
11467050,3484650,1
11575950,3565850,1
11595150,3575750,1
11646350,3504350,1
12593550,2649850,1
11972850,3056450,1
11505650,3475550,1
11780950,3234550,1
11582550,3548950,1
11601950,3552650,1
11576450,3564950,1
11403650,2849150,1
11595750,3546350,1
11595750,3553050,1
11659750,3670950,1
11576750,3564250,1
11595950,3586950,1
11973650,3055050,1
11608850,3555950,46
11621750,3577950,1
12671350,2615150,1
11602650,3516350,1
11609150,3556550,15
11583650,3560550,2
11564650,3588150,1
11641550,3301250,1
11647950,3326150,2
11596850,3552150,2
11852950,3426550,1
11584250,3550350,1
11827450,3847150,1
11577850,3568650,1
11872250,3447750,1
11597150,3561550,1
12198750,2057150,1
11584450,3571250,1
11597350,3579350,1
11789350,3489650,1
11571850,3301250,1
11975050,3052450,1
11578450,3552450,3
11604050,3560950,2
11572150,3566050,1
11584950,3566150,2
11700150,3658750,1
11328950,4363050,2
11540150,3563350,1
11597850,3566650,1
11629850,3592350,1
11585150,3582450,1
11604350,3556650,146
11578850,3545150,1
11591650,3555650,2
11969450,3012150,2
12852750,4410750,1
11611250,3557750,3
11579250,3565150,1
11700950,3618750,1
11579450,3571350,2
11771450,3510350,1
11592350,3566950,1
11586150,3564850,2
11598950,3557250,3
11598950,3558250,1
11611750,3557750,6
11490150,3501150,1
11579750,3555950,1
11976550,3049450,1
11573450,3568950,1
11586250,3573750,1
11599150,3556350,8
11823150,3844650,1
11887150,3720650,1
11599250,3551850,8
11746450,3633150,1
11407350,2850950,1
11420150,2853450,1
11586650,3565650,2
11586650,3559950,1
11605950,3555650,19
11586850,3571850,1
11618950,3577450,1
11574250,3562350,1
11574450,3556050,1
11600150,3548450,2
12316950,2456050,1
11613050,3552050,1
11587550,3564450,2
11504350,3504450,1
11606750,3563050,1
13104350,4726550,1
11606950,3553950,16
11600650,3556550,8
11607150,3558750,1
11594450,3560850,1
12669650,2581150,1
12151450,4036450,1
11581950,3585450,1
11601350,3561050,1
11614150,3567350,1
11690950,3657150,1
12529350,3374650,1
11582250,3570650,1
11614350,3564750,1
11857650,3414550,1
12856150,4677550,1
11608150,3553850,45
11448250,3446650,1
11608250,3553450,101
13598850,4872850,1
11870950,3540950,1
11922150,3376850,1
11410150,2851350,1
11582950,3553150,1
13016550,4717450,1
11563950,3570250,1
11608750,3571050,1
11602450,3554550,1
11583250,3552850,1
12959350,4830850,1
11583350,3551050,1
12767450,4593150,1
11647450,3324250,1
11660250,3478450,1
11500350,3503650,1
11602750,3549850,19
11602750,3543550,3
11481250,3493250,1
11570850,3579450,1
11596450,3554950,21
11794950,3706750,1
11878150,3051250,1
11609450,3555250,14
11551950,3427450,2
11596750,3562050,1
11609550,3554650,64
11775950,3506350,1
11788750,3490750,1
11801550,3475450,1
11584150,3568250,1
11904150,3524250,1
11968150,3633350,1
11597050,3566750,1
12301050,2458850,1
11609950,3563850,1
11603550,3548650,3
11603550,3568950,1
11872350,3039350,1
11610050,3558950,1
11488550,3499950,1
11699850,3424050,1
11578250,3571750,2
13267850,4040250,1
11610350,3557150,1
11584850,3566750,2
11815350,3837050,1
11604150,3552050,1
11585050,3564150,1
11706650,3623650,1
11585150,3514950,1
11598050,3585850,1
11610850,3558250,1
11745250,3632850,1
11591750,3566550,1
11604550,3612150,1
